Solar Utility PV,,,,,,,,,,,,https://atb.nrel.gov/electricity/2024/utility-scale_pv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"118,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"ATB values reflect annual average capacity factor over life of plant including estimated degradation, starting at  0.7% per year, reducing to 0.2%, 0.5%, and 0.5% annual degradation by 2050 for the advanced, moderate, and conservative scenarios, respectively. Capacity factors also assume an energy yield gain of 20%, 10%, and 0% for advanced, moderate, and conservatives scenarios in 2035.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Technology Classification,Name,Tech,Resource,Scale,Maturity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Utility PV - Class 1,Tracking PV,Class1,Utility,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Utility PV - Class 2,Tracking PV,Class2,Utility,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Utility PV - Class 3,Tracking PV,Class3,Utility,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Utility PV - Class 4,Tracking PV,Class4,Utility,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Utility PV - Class 5,Tracking PV,Class5,Utility,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Utility PV - Class 6,Tracking PV,Class6,Utility,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Utility PV - Class 7,Tracking PV,Class7,Utility,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Utility PV - Class 8,Tracking PV,Class8,Utility,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Utility PV - Class 9,Tracking PV,Class9,Utility,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Utility PV - Class 10,Tracking PV,Class10,Utility,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Finance,,Financial Assumptions:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Capital Recovery Period (Years),,,,,30 ,,Financial Case,,R&D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Depreciation Period,,,,,5 ,,Capital Recovery Period,,30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Equity Premium During Construction,,,,,2.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Construction Duration yrs,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Year,Capital,Percent of Leverage During Construction,Percent of Equity During Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Index,Fraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0 ,100%,80%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1 ,0%,80%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2 ,0%,80%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Assumptions,Inflation Rate,*,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,2.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Interest Rate Nominal,Advanced,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Interest Rate Nominal,Moderate,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Interest Rate Nominal,Conservative,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,7.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Calculated Interest Rate Real,Advanced,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Calculated Interest Rate Real,Moderate,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Calculated Interest Rate Real,Conservative,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,4.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Interest During Construction - Nominal,*,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,6.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Rate of Return on Equity Nominal,Advanced,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Rate of Return on Equity Nominal,Moderate,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Rate of Return on Equity Nominal,Conservative,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,8.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Calculated Rate of Return on Equity Real,Advanced,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Calculated Rate of Return on Equity Real,Moderate,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Calculated Rate of Return on Equity Real,Conservative,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,5.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Debt Fraction,Advanced,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Debt Fraction,Moderate,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Debt Fraction,Conservative,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,75.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Tax Rate (Federal and State),*,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,25.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WACC Nominal,Advanced,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WACC Nominal,Moderate,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WACC Nominal,Conservative,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,6.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WACC Real,Advanced,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WACC Real,Moderate,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WACC Real,Conservative,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,3.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Capital Recovery Factor (CRF) Nominal,Advanced,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Capital Recovery Factor (CRF) Nominal,Moderate,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Capital Recovery Factor (CRF) Nominal,Conservative,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,7.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Capital Recovery Factor (CRF) Real,Advanced,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Capital Recovery Factor (CRF) Real,Moderate,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Capital Recovery Factor (CRF) Real,Conservative,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,5.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
